udise_code,school_name
27200210606,Z.P.Pri School Shinde Vasti
27200209001,Z.P.Pri School Shingave
27200209101,Z.P.Pri School Shirsane
27200209301,Z.P.Pri School Shirur
27200211002,Z.P.Pri School Shivaji Nagar
27200209401,Z.P.Pri School Shivare
27200208601,Z.P.Pri School Soni Sangavi
27200208701,Z.P.Pri School Sutarkhede
27200202503,Z.P.Pri School Tandalwadi
27200202402,Z.P.Pri School Tapanpada
27200209801,Z.P.Pri School Tisgaon
27200209901,Z.P.Pri School Urdhul
27200210001,Z.P.Pri School Uswad
27200210701,Z.P.Pri School Vaghdardi
27200210801,Z.P.Pri School Vahegaonsal
27200210901,Z.P.Pri School Vaki Budruk
27200211001,Z.P.Pri School Vaki Khurd
27200207502,Z.P.Pri School Valake Wadi
27200202703,Z.P.Pri School Vaykandewadi
27200211201,Z.P.Pri School Vitave
27200210608,Z.P.Pri. Sch. Vadner Girls
27200210611,Z.P.Pri. School. Khatwad Vasti
27200210609,Z.P.Pri. School. Kokantembhi
27200210612,Z.P.Pri. School. Malmatha Vasti
27200210101,Z.P.Primary School Vad
27200210401,Z.P.Primary School Vadbare
27200203301,Z.P.Primary School Goharan
27200210302,Z.P.Primary School Nagdhondi
27200210202,Z.P.Primary School Pawar Vasti
27200210301,Z.P.Primary School Vadalibhoi
27200210201,Z.P.Primary School Varadi
27200206602,Z.P.Prisch Nandurtekshedvasti
27200404217,Abhinav Bal Vikas Mandir Dindori
27200406704,Abhinav Bal Vikas Mandir Karanjwan
27200407804,Abhinav Bal Vikas Mandir Korhate
27200409404,Abhinav Bal Vikas Mandir Mohadi
27200410103,Abhinav Bal Vikas Mandir Nilwandi
27200415204,Abhinav Bal Vikas Mandir Varkheda
27200407005,Abhinav Balvikas Mandir Khedgaon
27200415111,Adarsh Eng.Med. School Vani
27200404212,Adarsh English Med.School Dindori
27200407006,Adarsh International School Khedgaon Tal Dindori
27200408402,Adarsh Madya Vidya Madkijam
27200415107,Adarsh Primary School Vani
27200412205,Anu Mad Ashram Sch Ravalgaon
27200401203,Anudanit Madhyamik Ashram School Bhanwad
27200414003,Arts & Comm. Jr. Collage Umrale Budrk
27200415114,Arts & Commerce College Vani
27200401202,Ashram School Bhanwad
27200406102,Ashram School Jopul
27200405804,Atma Malik Eng.Med.Gurukul Jaulke Dindori
27200409005,B.K.Kavle Mad.Vid.Rajaramnagar
27200404216,Balbharti Public School Dindori
27200404218,Balbharti Public School Shivajinagar Dindori
27200407004,Cha. Shivaji Ma.Vid.Khedgaon
27200402403,Chinchakhed High School
27200408803,Delhi Public School Manori
27200413602,Dn. Jyoti Kanya Ashr. Sch. Til
27200413603,Dn. Jyoti Kanya Mad Ashr. Sch. Til
27200403905,Global International School And Jr. Collage Nashik
27200403904,Global Public School And Jr. Collage Nashik
27200404208,Golden Days Universal School Dindori
27200414005,Golden Days Universal School Umrale Budruk Taluka Dindori
27200404215,Good Shepherd Academy English Medium School Dindori
27200412204,Gorakhnath Baba Ashr Ravalgaon
27200404222,Gurukul International School And Junior College Dindori
27200400706,Gurukul Mad.Ash. Karanji
27200400705,Gurukul Pri. Ash Karanji
27200414303,H.M.Mad.Vidyalaya Vare
27200400704,Hrushi Land English School Karanji
27200400703,Hrushi Land Sec School Karanji
27200400702,Hrushiland Pra. Viym. Karanji
27200408804,Jain International Gurukul Manori Taluka Dindori
27200405502,Janata Vidyalaya Jalkhed
27200404206,Janta English School Dindori
27200413802,Janta Vidalaya Tisgaon
27200400104,Janta Vidyalay Ahiwantwadi
27200410102,Janta Vidyalay Nilwandi
27200410203,Janta Vidyalay Ozarkhed
27200405203,Janta Vidyalaya Hanumantpada
27200406703,Janta Vidyalaya Karanjwan
27200407802,Janta Vidyalaya Korhate
27200408302,Janta Vidyalaya Lokhandewadi
27200409903,Janta Vidyalaya Nanashi
27200414002,Janta Vidyalaya Umrale Budruk
27200415203,Janta Vidyalaya Varkheda
27200404219,"Jupiter English Medium School Nilwandi Road, Dindori"
27200405902,K.R.Dokhale Ma.Vid.Jawalkevani
27200409403,K.R.T.High School Mohadi
27200415108,K.R.T.High School Vani
27200409006,Kadwa Eng.Med.School Rajaramnagar
27200408202,Kadwa English Sch Lakhamapur
27200411103,Kha. Mad.Ashram Pimpri Anchala
27200410803,Khajgi Mad. Ashram School Pand
27200404205,Khushiraj Primary Ashram School Dindori Taluka Dindori
27200415109,"Kisanlal Bora Eng.Med,Sch. Van"
27200415113,"Kisanlal Bora Sec Eng.Med,Sch. Van"
27200408802,Kishor Surya. Nat.Sch. Manori
27200408203,Lt. Ushatai Deshmukh Eng.Med.Sch.Lakhmapur
27200407402,Mad Vidyalaya Kochargaon
27200409802,Mad Vidyalaya Nalwadpada
27200406103,Mad. Ashram Sch. Jopul
27200408602,Mad. Vidyalay Maledumala
27200411302,Mad.Vid.Pimparkhed
27200410502,Madhamik Vidyalaya Pimpalpada
27200400802,Madhya. Vidya Awankhed
27200401702,Madyamic Va Uchha Madyamic Vidhya. Chachadgaon
27200402102,Madyamik Vidyalaya Chousale
27200403202,Madyamik Vidyalaya Devthan
27200403902,Madyamik Vidyalaya Dhakambe
27200405702,Mahatma Phule Vidyalaya Janori
27200412102,Matoshri Narmadabai Popatrao Dhage Vidyalay Rasegaon
27200407003,Navoday Vidyalaya Khedgaon
27200400502,New English School Ambe Dindor
27200410602,New English School Palkhed (Ba
27200414004,Nikx English Medium School Umrale Budruk
27200407803,Nirmiti Eng.School Korhate
27200409002,Nutan English Sch Matarewadi
27200411002,P Dharma.Patil Madvid Pimpalna
27200404221,Prakash Bapu Deshmukh Junior College Shivaji Nagar Dindori
27200409003,Prat Vidyamandir Rajaramnagar
27200411102,R.P.Pawar Gu.Ashram Pimpri An
27200413102,R.S.Vagh.Mad.Vidya.Sonjam
27200412002,Ramshej Mad Vidya Ashewadi
27200406602,Sane Guru.Mad.Vid.Karanjkhed
27200409102,Sant Dyaneshwar Mad Vid Mavdi
27200415112,Santaji Eng Med Mad Sch Vani
27200415106,Santaji Eng Med Pri Sch Vani
27200414302,Shamlatai Bidkar Ashram Vare
27200414304,Shamlatai Bidkar Mad. Ashram Vare
27200410002,Sharadraoji Pawar Secondary And Higher Sec.School Nigdol
27200401503,Shaskiy Aashram School Bopegao
27200403106,Shaskiy Ashram School Devsane
27200409702,Shaskiy Ashram School Nalegaon
27200410003,Shaskiy Ashram Shala Nigdol
27200413902,Shaskiy Ashram Thepanpada
27200413704,Shaskiy Ashram Titave
27200404502,Shaskiy Sec Ashram Sch Gandole
27200411303,Shaskiya Pra.Ash.Sch.Pimparkhed
27200409902,Shaskiya Sec Ashram Sch Nanashi
27200404220,Shri Eeshanyeshwar Vidyaniketan Nilwandi Road Dindori
27200407902,Shri Virbhadra Mdy.Vidya. Koshimbe
27200400602,Thakkar Baba Ashram Ambegan
27200400603,Thakkarbappa Madhyamic Ashram School Ambegan
27200410802,U.Patil.Guruji Ashram Pandane
27200413302,Unatti Mad.Vidya.Talegaon Dind
27200403903,Utkarsh Public School Dhakambe
27200404210,V.N.Naik Collage Dindori
27200408404,Vidyamandir Pri.Ashram School Madkijam
27200408405,Vidyamandir Sec.Ashram School Madkijam
27200412702,Z.P. Kalubaba Ashram ( Shindawad)
27200407405,Z.P. Pri. School Waghdara
27200402404,Z.P. Sch Zenphale Vasti(Chi.Khed)
27200408403,Z.P. Sch Bhavanimandir(Madkijam)
27200413202,Z.P. Sch Bhokar Pada (Talacha Pada)
27200415110,Z.P. Sch Boricha Pada (Wishrambag)
27200407403,Z.P. Sch Goldari ( Kochargaon)
27200405703,Z.P. Sch Indira Nagar (Janori)
27200403603,Z.P. Sch Nalichi Vadi (Dagur Ga.)
27200407404,Z.P. Sch Patryacha Pada (Koch.Gaon)
27200407602,Z.P. Sch Shivpada (Kokangaon Khurd)
27200401703,Z.P. Sch Waghadvasti (Chachadgaon)
27200411601,Z.P.Pri Sch Pofhalwade
27200413301,Z.P.Pri Sch Talegaon Dindori
27200400101,Z.P.Pri School Ahiwantwadi
27200400201,Z.P.Pri School Akarale
27200403602,Z.P.Pri School Alandi Dam
27200400301,Z.P.Pri School Amabad
27200400401,Z.P.Pri School Ambaner
27200400501,Z.P.Pri School Ambe Dindori
27200400601,Z.P.Pri School Ambegan
27200400701,Z.P.Pri School Ambevani
27200412001,Z.P.Pri School Ashewadi
27200400102,Z.P.Pri School Aswali Pada
27200413402,Z.P.Pri School Autale
27200400801,Z.P.Pri School Awankhed
27200400901,Z.P.Pri School Babapur
27200401001,Z.P.Pri School Badgicha Pada
27200401101,Z.P.Pri School Bandharpada
27200402402,Z.P.Pri School Belbag
27200401201,Z.P.Pri School Bhanwad
27200401301,Z.P.Pri School Bhatode
27200401401,Z.P.Pri School Bhoracha Pada
27200401501,Z.P.Pri School Bopegaon
27200401601,Z.P.Pri School Borwan
27200413703,Z.P.Pri School Bramhacha Pada
27200401701,Z.P.Pri School Chachadgaon
27200401801,Z.P.Pri School Chamdari
27200401901,Z.P.Pri School Chandikapur
27200403103,Z.P.Pri School Charanwadi
27200402001,Z.P.Pri School Charose
27200402201,Z.P.Pri School Chikadi
27200402301,Z.P.Pri School Chilharpada
27200406803,Z.P.Pri School Chimanpada
27200402401,Z.P.Pri School Chinchakhed
27200402101,Z.P.Pri School Chousale
27200412202,Z.P.Pri School Dahachi Wadi
27200402801,Z.P.Pri School Dahare
27200402601,Z.P.Pri School Dahegaon
27200402701,Z.P.Pri School Dahivi
27200402901,Z.P.Pri School Deherwadi
27200403501,Z.P.Pri School Devghar
27200403401,Z.P.Pri School Devlichapada
27200403101,Z.P.Pri School Devsane
27200403201,Z.P.Pri School Devthan
27200403601,Z.P.Pri School Dhagur Ga.
27200403701,Z.P.Pri School Dhagur Nave
27200403901,Z.P.Pri School Dhakambe
27200404001,Z.P.Pri School Dhamanwadi
27200401302,Z.P.Pri School Dharambarda
27200403801,Z.P.Pri School Dhaur
27200404101,Z.P.Pri School Dhondalpada
27200404201,Z.P.Pri School Dindori No 1
27200404202,Z.P.Pri School Dindori No 3
27200404301,Z.P.Pri School Eklahare
27200404401,Z.P.Pri School Fhofhashi
27200404501,Z.P.Pri School Gandole
27200404601,Z.P.Pri School Ganorwadi
27200408503,Z.P.Pri School Gavalipada
27200404701,Z.P.Pri School Gavalwadi
27200412203,Z.P.Pri School Gayachi Wadi
27200404504,Z.P.Pri School Ghatalbari
27200405101,Z.P.Pri School Ghodewadi
27200404901,Z.P.Pri School Golashi
27200405001,Z.P.Pri School Gondegaon
27200405802,Z.P.Pri School Hanuman Nagar
27200405202,Z.P.Pri School Hanumantpada
27200405201,Z.P.Pri School Haste
27200405301,Z.P.Pri School Hatnore
27200404203,Z.P.Pri School Indira Nagar
27200405401,Z.P.Pri School Indore
27200405501,Z.P.Pri School Jalkhed
27200405601,Z.P.Pri School Jambutke
27200405701,Z.P.Pri School Janori
27200405801,Z.P.Pri School Jaulke Dindori
27200405901,Z.P.Pri School Jawalke Vani
27200406001,Z.P.Pri School Jirwade
27200406101,Z.P.Pri School Jopul
27200406201,Z.P.Pri School Joran
27200406301,Z.P.Pri School Joranpada
27200406401,Z.P.Pri School Kadwa Mhalungi
27200406501,Z.P.Pri School Karanjali
27200403001,Z.P.Pri School Karanjali Pada
27200406601,Z.P.Pri School Karanjkhed
27200406701,Z.P.Pri School Karanjwan
27200401502,Z.P.Pri School Kawalewadi
27200406901,Z.P.Pri School Khadaksukane
27200407201,Z.P.Pri School Khatwad
27200407101,Z.P.Pri School Khedale
27200407001,Z.P.Pri School Khedgaon
27200407301,Z.P.Pri School Khoripada
27200407401,Z.P.Pri School Kochargaon
27200407501,Z.P.Pri School Kokangaon
27200407502,Z.P.Pri School Kokangaon (Ga)
27200407601,Z.P.Pri School Kokangaon Khurd
27200407701,Z.P.Pri School Kolher
27200407702,Z.P.Pri School Kolherpada
27200415202,Z.P.Pri School Kombadwadi
27200407801,Z.P.Pri School Korhate
27200407901,Z.P.Pri School Kosheembe
27200408001,Z.P.Pri School Krushanagaon
27200406801,Z.P.Pri School Kuadasar
27200413001,Z.P.Pri School Kukadpedha
27200414702,Z.P.Pri School Kunticha Pada
27200408101,Z.P.Pri School Kurnoli
27200409905,Z.P.Pri School Kuyeambi
27200408201,Z.P.Pri School Lakhmapur
27200408301,Z.P.Pri School Lokhandewadi
27200408401,Z.P.Pri School Madakijam
27200408501,Z.P.Pri School Mahaje
27200408601,Z.P.Pri School Maledumala
27200408701,Z.P.Pri School Malegaonkaji
27200408901,Z.P.Pri School Mandane
27200415105,Z.P.Pri School Mangoholepada
27200408801,Z.P.Pri School Manori
27200409001,Z.P.Pri School Matarewadi
27200409101,Z.P.Pri School Mavdi
27200409402,Z.P.Pri School Mohadi No 2
27200409301,Z.P.Pri School Mokhnal
27200402103,Z.P.Pri School Molvihir
27200403102,Z.P.Pri School Morvanpada
27200409501,Z.P.Pri School Mulane
27200409701,Z.P.Pri School Nalegaon
27200409601,Z.P.Pri School Nalwadi
27200409801,Z.P.Pri School Nalwadpada
27200409901,Z.P.Pri School Nanashi
27200406802,Z.P.Pri School Nichayepada
27200410001,Z.P.Pri School Nigdol
27200410101,Z.P.Pri School Nilwandi
27200410201,Z.P.Pri School Ozarkhed
27200410301,Z.P.Pri School Oze
27200410401,Z.P.Pri School Pade
27200410601,Z.P.Pri School Palkhed
27200410801,Z.P.Pri School Pandane
27200410701,Z.P.Pri School Parmori
27200404801,Z.P.Pri School Payarpada
27200410901,Z.P.Pri School Pimpalgaon Dhum
27200411001,Z.P.Pri School Pimpalnare
27200410501,Z.P.Pri School Pimpalpada
27200411501,Z.P.Pri School Pimparaj
27200411301,Z.P.Pri School Pimparkhed
27200411101,Z.P.Pri School Pimpri Anchala
27200402501,Z.P.Pri School Pimpri Pada
27200411401,Z.P.Pri School Pingalwadi
27200411701,Z.P.Pri School Punegaon
27200411801,Z.P.Pri School Radtondi
27200411901,Z.P.Pri School Rajapur
27200407002,Z.P.Pri School Rajivnagar
27200412402,Z.P.Pri School Ramnagar
27200403105,Z.P.Pri School Ranpada
27200412101,Z.P.Pri School Rasegaon
27200412201,Z.P.Pri School Ravalgaon
27200400402,Z.P.Pri School Sagpada
27200412401,Z.P.Pri School Sangamner
27200412501,Z.P.Pri School Sarsale
27200409906,Z.P.Pri School Sawarpada
27200402802,Z.P.Pri School Sawarpatali
27200412701,Z.P.Pri School Shindawad
27200412601,Z.P.Pri School Shindpada
27200409302,Z.P.Pri School Shingarpada
27200412901,Z.P.Pri School Shivarpada
27200412801,Z.P.Pri School Shivnaye
27200401002,Z.P.Pri School Shivpada
27200408502,Z.P.Pri School Shrungarpada
27200413101,Z.P.Pri School Sonjam
27200411602,Z.P.Pri School Suryagad
27200402702,Z.P.Pri School Takacha Pada
27200413201,Z.P.Pri School Talacha Oada
27200413401,Z.P.Pri School Talegaon Vani
27200413501,Z.P.Pri School Tetmal
27200413901,Z.P.Pri School Thepanpada
27200415103,Z.P.Pri School Tikadipada
27200413801,Z.P.Pri School Tisgaon
27200413701,Z.P.Pri School Titave
27200412003,Z.P.Pri School Tungaldara
27200414001,Z.P.Pri School Umrale Budruk
27200414101,Z.P.Pri School Umrale Khurd
27200414401,Z.P.Pri School Vaghad
27200414201,Z.P.Pri School Vaglud
27200414601,Z.P.Pri School Valkhed
27200414701,Z.P.Pri School Vanare
27200414801,Z.P.Pri School Vanarwadi
27200415101,Z.P.Pri School Vani Boys
27200415102,Z.P.Pri School Vani Girls
27200415001,Z.P.Pri School Vani Khurd
27200414901,Z.P.Pri School Vanjule
27200400103,Z.P.Pri School Vanjulpada
27200414301,Z.P.Pri School Vare
27200415201,Z.P.Pri School Varkheda
27200415301,Z.P.Pri School Varvandi
27200415401,Z.P.Pri School Vilvandi
27200415402,Z.P.Pri School Vilvandipada
27200415104,Z.P.Pri School Wishrambag
27200415501,Z.P.Pri School Zarlipada
27200411201,Z.P.Pri. School Pimpalgoan Ketaki
27200413601,Z.P.Pri. School Tilloli
27200409201,Z.P.Pri.School Mheluske
27200413702,Z.P.Pri.School Nagaipada
27200412301,Z.P.Primary School Sadrale
27200410603,Z.P.Sch Irrigation Colony( Palkhed)
27200404102,Z.P.Sch Upilpada (Dhondalpada)
27200413803,Z.P.School Vadwadi ( Tisgaon)
